datetime,turbine_id,turbine_power
2023-01-01 00:00:00,0,14.71518936637242
2023-01-01 01:00:00,0,14.602763376071644
2023-01-01 02:00:00,0,14.544883182996896
2023-01-01 03:00:00,0,14.423654799338905
2023-01-01 04:00:00,0,14.645894113066657
2023-01-01 05:00:00,0,14.437587211262693
2023-01-01 06:00:00,0,14.891773000782079
2023-01-01 07:00:00,0,14.963662760501029
2023-01-01 08:00:00,0,14.383441518825778
2023-01-01 09:00:00,0,14.791725038082664
2023-01-01 10:00:00,0,14.528894919752904
2023-01-01 11:00:00,0,14.568044561093933
2023-01-01 12:00:00,0,
2023-01-01 13:00:00,0,14.071036058197887
2023-01-01 14:00:00,0,14.087129299701541
2023-01-01 15:00:00,0,14.020218397440326
2023-01-01 16:00:00,0,14.832619845547939
2023-01-01 17:00:00,0,14.77815675094985
2023-01-01 18:00:00,0,14.870012148246818
2023-01-01 19:00:00,0,14.978618342232764
2023-01-01 20:00:00,0,14.799158564216723
2023-01-01 21:00:00,0,14.461479362252932
2023-01-01 22:00:00,0,14.780529176286455
2023-01-01 23:00:00,0,14.118274425868933
2023-01-02 00:00:00,0,14.639921021327524
2023-01-02 01:00:00,0,14.143353287409047
2023-01-02 02:00:00,0,14.944668917049583
2023-01-02 03:00:00,0,14.521848321750072
2023-01-02 04:00:00,0,14.414661939990523
2023-01-02 05:00:00,0,14.264555612104626
2023-01-02 06:00:00,0,14.774233689434217
2023-01-02 07:00:00,0,14.456150332216549
2023-01-02 08:00:00,0,14.568433948868648
2023-01-02 09:00:00,0,14.018789800436355
2023-01-02 10:00:00,0,14.617635497075877
2023-01-02 11:00:00,0,14.61209572272242
2023-01-02 12:00:00,0,14.616933996874756
2023-01-02 13:00:00,0,14.943748078514624
2023-01-02 14:00:00,0,
2023-01-02 15:00:00,0,14.359507900573785
2023-01-02 16:00:00,0,
2023-01-02 17:00:00,0,14.697631195927265
2023-01-02 18:00:00,0,14.06022547162927
2023-01-02 19:00:00,0,14.666766715445668
2023-01-02 20:00:00,0,14.67063786961816
2023-01-02 21:00:00,0,14.21038256107384
2023-01-02 22:00:00,0,14.128926297654854
2023-01-02 23:00:00,0,
2023-01-03 00:00:00,0,14.363710770942623
2023-01-03 01:00:00,0,14.57019677041788
2023-01-03 02:00:00,0,14.43860151346232
2023-01-03 03:00:00,0,14.988373838059227
2023-01-03 04:00:00,0,14.102044810748028
2023-01-03 05:00:00,0,14.208876756094835
2023-01-03 06:00:00,0,14.161309517884996
2023-01-03 07:00:00,0,14.653108325465398
2023-01-03 08:00:00,0,14.253291602539782
2023-01-03 09:00:00,0,14.466310772856307
2023-01-03 10:00:00,0,14.244425592001603
2023-01-03 11:00:00,0,
2023-01-03 12:00:00,0,
2023-01-03 13:00:00,0,14.656329589465273
2023-01-03 14:00:00,0,
2023-01-03 15:00:00,0,14.196582361680054
2023-01-03 16:00:00,0,14.368725170660964
2023-01-03 17:00:00,0,14.820993229847936
2023-01-03 18:00:00,0,14.097101275793062
2023-01-03 19:00:00,0,14.837944907498803
2023-01-03 20:00:00,0,14.096098407893964
2023-01-03 21:00:00,0,14.976459465013395
2023-01-03 22:00:00,0,
2023-01-03 23:00:00,0,14.976761088190337
2023-01-04 00:00:00,0,14.604845519745046
2023-01-04 01:00:00,0,14.739263579398301
2023-01-04 02:00:00,0,14.039187792254321
2023-01-04 03:00:00,0,14.282806962576409
2023-01-04 04:00:00,0,14.120196561213168
2023-01-04 05:00:00,0,14.296140197522146
2023-01-04 06:00:00,0,14.118727718954243
2023-01-04 07:00:00,0,
2023-01-04 08:00:00,0,14.41426299451467
2023-01-04 09:00:00,0,14.064147496348784
2023-01-04 10:00:00,0,14.69247211937002
2023-01-04 11:00:00,0,14.566601454206575
2023-01-04 12:00:00,0,14.265389490939445
